ID,Document Language,Name,FileType,URL
1215,English,Admin Service_Asset Management_Asset Adjustment under IPSAS.png,png,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Asset Adjustment under IPSAS.png
1213,English,Admin Service_07-Request-for-security-clearance-03D.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_07-Request-for-security-clearance-03D.docx
1212,English,Admin Service_02-Delegation-of-authority.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_02-Delegation-of-authority.docx
1893,English,AC_ICF_Anti-Fraud_UNV Conditions of Service.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/AC_ICF_Anti-Fraud_UNV Conditions of Service.pdf
1830,English,UNSG Bulletin on Post Employment Restriction.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UNSG Bulletin on Post Employment Restriction.pdf
1856,English,HR_Workplace Harassment and Abuse of Authority_ST _SGB_2003_13.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Workplace Harassment and Abuse of Authority_ST _SGB_2003_13.pdf
2209,English,FRM_Pipeline and Revenue Management_Annexure 8 - SBAA_Standard Annex to Project Document.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management_Annexure 8 - SBAA_Standard Annex to Project Document.doc
2212,English,FRM_Pipeline and Revenue Management _Annex 2_GLOC Valuation_Sample Questionnaire.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management _Annex 2_GLOC Valuation_Sample Questionnaire.docx
2215,English,FRM_Pipeline and Revenue Management Annex 4_GLOC Valuation Annual Certification of a fair value of in-kind contribution.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management Annex 4_GLOC Valuation Annual Certification of a fair value of in-kind contribution.docx
2211,English,FRM_Pipeline and Revenue Management_ Annex 1_GLOC Valuation_Sample TOR for Determining fair market.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management_ Annex 1_GLOC Valuation_Sample TOR for Determining fair market.docx
2214,English,FRM_Pipeline and Revenue Annex 3_GLOC Valuation Summary of market evidence for similar type of office premises in the same.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Annex 3_GLOC Valuation Summary of market evidence for similar type of office premises in the same.docx
2036,English,FRM_Financial Closure of Development Projects and Trust Funds_Trust Fund Completion Check List.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Closure of Development Projects and Trust Funds_Trust Fund Completion Check List.pdf
1595,English,UNDG Paper on Pooled Financing for Agenda 2030.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UNDG Paper on Pooled Financing for Agenda 2030.pdf
1588,English,UN General Assembly Resolution 62208.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UN General Assembly Resolution 62208.pdf
1589,English,UN General Assembly Resolution 67226 Quadrennial Comprehensive Policy Review.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UN General Assembly Resolution 67226 Quadrennial Comprehensive Policy Review.pdf
1874,English,ST_AI_2013_4.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/ST_AI_2013_4.pdf
332,French,PSU_Sourcing and Market Research_Criteres d'evaluation - French_FR.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Sourcing and Market Research_Criteres d'evaluation - French_FR.doc
333,French,PSU_Sourcing and Market Research_Formulaire de Prequalification_FR.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Sourcing and Market Research_Formulaire de Prequalification_FR.doc
328,French,PSU_Solicitation_Formulaire de Garantie de Soumission_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation_Formulaire de Garantie de Soumission_FR.docx
329,Spanish,PSU_Solicitation_Formulario de Garantía de la Oferta_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation_Formulario de Garantía de la Oferta_SP.docx
326,French,PSU_Solicitation_Formulaire de Garantie de Bonne Execution_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation_Formulaire de Garantie de Bonne Execution_FR.docx
327,French,PSU_Solicitation_Formulaire de Garantie de Restitution D’Avance_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation_Formulaire de Garantie de Restitution D’Avance_FR.docx
309,Spanish,PSU_Requisitions_Guía Para la Formulación de Los Términos de Referencia Para la Auditoría de Adquisiciones_SP.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Requisitions_Guía Para la Formulación de Los Términos de Referencia Para la Auditoría de Adquisiciones_SP.doc
311,French,PSU_Requisitions_Termes de References_FR.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Requisitions_Termes de References_FR.doc
304,French,PSU_PSU Intranet_UNDP Fr Procurement Strategy Final_FR.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_PSU Intranet_UNDP Fr Procurement Strategy Final_FR.pdf
305,Spanish,PSU_PSU Intranet_UNDP_procurement-strategy_Spanish_SP.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_PSU Intranet_UNDP_procurement-strategy_Spanish_SP.pdf
1985,English,PSU_Procurement Overview_Practitioner Guide Sustainable Procurement.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Overview_Practitioner Guide Sustainable Procurement.pdf
1889,English,PSU_Procurement Methods_Purchasing-Card-Activity-Log.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Methods_Purchasing-Card-Activity-Log.xlsx
1888,English,PSU_Procurement Methods_Purchasing-Card-Dispute-Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Methods_Purchasing-Card-Dispute-Form.docx
1890,English,PSU_Procurement Methods_Citibank_new_cardholder_information_pack_and_vendor_set_up_guidelines.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Methods_Citibank_new_cardholder_information_pack_and_vendor_set_up_guidelines.pdf
272,Spanish,PSU_Evaluation of Offers_Criterios de Evaluacion - Spanish_SP.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Criterios de Evaluacion - Spanish_SP.doc
251,French,PSU_Administration Services_Award of Contract_Contrat de Bail - French_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Administration Services_Award of Contract_Contrat de Bail - French_FR.docx
1492,English,OAI_Investigation Guidelines.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/OAI_Investigation Guidelines.pdf
1952,English,HR_Job Evaluation​_Post Classification Request Template.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Job Evaluation​_Post Classification Request Template.pdf
1939,English,HR_Recruitment and Selection Framework_ST AI 2000 19.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Recruitment and Selection Framework_ST AI 2000 19.pdf
158,Spanish,HR_Insurance Plans_MIP Cigna Prior Approval Form (ES).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Insurance Plans_MIP Cigna Prior Approval Form (ES).pdf
160,Portuguese,HR_Insurance Plans_MIP Cigna Prior Approval Form (PT).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Insurance Plans_MIP Cigna Prior Approval Form (PT).pdf
163,Spanish,HR_Insurance Plans_MIP Cigna Refund Claim Form (ES).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Insurance Plans_MIP Cigna Refund Claim Form (ES).pdf
165,Portuguese,HR_Insurance Plans_MIP Cigna Refund Claim Form (PT).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Insurance Plans_MIP Cigna Refund Claim Form (PT).pdf
159,French,HR_Insurance Plans_MIP Cigna Prior Approval Form (FR).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Insurance Plans_MIP Cigna Prior Approval Form (FR).pdf
164,French,HR_Insurance Plans_MIP Cigna Refund Claim Form (FR).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Insurance Plans_MIP Cigna Refund Claim Form (FR).pdf
1927,English,HR_Danger Pay_A_66_30 Report of the ICSC for 2011.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Danger Pay_A_66_30 Report of the ICSC for 2011.pdf
1908,English,FRM_Cash Arrangements_Annex 4 - Year-end Certification for Cash Arrangements.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Arrangements_Annex 4 - Year-end Certification for Cash Arrangements.docx
1965,English,Admin Service_Management of Local Presence_Setting up Local Presence Flowchart.jpg,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Management of Local Presence_Setting up Local Presence Flowchart.jpg
334,English,PSU_Sourcing and Market Research_Model Pre-Qualification Form.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Sourcing and Market Research_Model Pre-Qualification Form.doc
335,English,PSU_Sourcing and Market Research_Supplier Registration Form.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Sourcing and Market Research_Supplier Registration Form.doc
336,English,PSU_Sourcing and Market Research_UNDP Expression of Interest.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Sourcing and Market Research_UNDP Expression of Interest.doc
325,English,PSU_Solicitation_BID Proposal Security Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation_BID Proposal Security Form.docx
318,English,PSU_Solicitation Process_Solicitation Documents_Registry List Receipt of Bid Docs - English.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation Process_Solicitation Documents_Registry List Receipt of Bid Docs - English.doc
310,English,PSU_Requisitions_Guidelines in Formulating Terms of Reference for Procurement Audit of a UNDP Country Office.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Requisitions_Guidelines in Formulating Terms of Reference for Procurement Audit of a UNDP Country Office.docx
306,English,PSU_Requisitions_Drafting a Terms of Reference (TOR).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Requisitions_Drafting a Terms of Reference (TOR).docx
307,English,PSU_Requisitions_Generic Design Bid Info.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Requisitions_Generic Design Bid Info.doc
308,English,PSU_Requisitions_Generic TOR for Procurement Audit.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Requisitions_Generic TOR for Procurement Audit.doc
297,English,PSU_Procurement Strategies and Planning_Procurement Plan.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Strategies and Planning_Procurement Plan.doc
298,English,PSU_Procurement Strategies and Planning_Requisition_Plan.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Strategies and Planning_Requisition_Plan.doc
299,English,PSU_PSU Intranet_Guidelines on Use of Armed Security Sevices From a PSC IASMN.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_PSU Intranet_Guidelines on Use of Armed Security Sevices From a PSC IASMN.doc
300,English,PSU_PSU Intranet_Procurement Strategy Final English 2015.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_PSU Intranet_Procurement Strategy Final English 2015.pdf
301,English,PSU_PSU Intranet_Public Security Companies (PSCs) Policy IASMN.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_PSU Intranet_Public Security Companies (PSCs) Policy IASMN.doc
302,English,PSU_PSU Intranet_Public Security Companies (PSCs) Statement of Works IASMN.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_PSU Intranet_Public Security Companies (PSCs) Statement of Works IASMN.doc
296,English,PSU_Procurement Strategies and Planning_IPSAS Requisition Plan.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Strategies and Planning_IPSAS Requisition Plan.doc
1751,English,PSU_Long Term Agreement_Guidance Note on LTA Policy.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Long Term Agreement_Guidance Note on LTA Policy.docx
1752,English,PSU_Long Term Agreement_Annex I - Long Term Agreement Information Summary Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Long Term Agreement_Annex I - Long Term Agreement Information Summary Form.docx
1574,English,PSU_Innovation_CSO engagement and E-tendering_CollaborativeAdvantageAnalysisTemplate revised April 2015.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Innovation_CSO engagement and E-tendering_CollaborativeAdvantageAnalysisTemplate revised April 2015.docx
289,English,PSU_Individual Contract_UNSG Bulletin on Post Employment Restriction.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Individual Contract_UNSG Bulletin on Post Employment Restriction.pdf
290,English,PSU_Individual Contractor_Letter of Intent - English.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Individual Contractor_Letter of Intent - English.doc
281,English,PSU_Evaluation of Offers_Evaluation Form for RFQ.docm,docm,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Evaluation Form for RFQ.docm
282,English,PSU_Evaluation of Offers_Evaluation Template For Combined Scoring  Method.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Evaluation Template For Combined Scoring  Method.xlsx
283,English,PSU_Evaluation of Offers_Evaluation Template for Lowest Priced Offer.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Evaluation Template for Lowest Priced Offer.xlsx
276,English,PSU_Evaluation of Offers_Declaration of Impartiality and Confidentiality Evaluation Team.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Declaration of Impartiality and Confidentiality Evaluation Team.docx
278,English,PSU_Evaluation of Offers_Evaluation Criteria.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Evaluation Criteria.doc
279,English,PSU_Evaluation of Offers_Evaluation Form for Direct Contracting.docm,docm,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Evaluation Form for Direct Contracting.docm
280,English,PSU_Evaluation of Offers_Evaluation Form for ITB and RFP.docm,docm,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Evaluation Form for ITB and RFP.docm
270,English,PSU_Evaluation of Offers_Bid Opening Record.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Bid Opening Record.doc
266,English,PSU_Contract Management_Payment and Taxes_Certification of Payment Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Contract Management_Payment and Taxes_Certification of Payment Form.docx
269,English,PSU_Evaluation and Comparison of Offers_Contractor Evaluation Form.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation and Comparison of Offers_Contractor Evaluation Form.xlsx
259,English,PSU_Award of Contract_Public Security Companies Model Contract IASMN.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award of Contract_Public Security Companies Model Contract IASMN.doc
263,English,PSU_Award of Contract_UNDP_PSO-AR_v5_WEB.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award of Contract_UNDP_PSO-AR_v5_WEB.pdf
1758,English,PSU_ Individual Contract_Reference Check template.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_ Individual Contract_Reference Check template.docx
1763,English,PSU_ Individual Contract_Individual Contract Performance Evaluation Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_ Individual Contract_Individual Contract Performance Evaluation Form.docx
1768,English,PSU_ Individual Contract_Insurance Benefit Regime.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_ Individual Contract_Insurance Benefit Regime.docx
1753,English,PSU_ Individual Contract_Letter of Invitation to Submit an Offer.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_ Individual Contract_Letter of Invitation to Submit an Offer.docx
1764,English,PSU_ Individual Contract_Certification of Payment Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_ Individual Contract_Certification of Payment Form.docx
1767,English,PSU_ Individual Contract_ Application for UN Certificate.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_ Individual Contract_ Application for UN Certificate.docx
933,English,Project Cash on Hand for DIM Projects (PCH).pdf.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Project Cash on Hand for DIM Projects (PCH).pdf.docx
1482,English,Management of Local Presences_Clearing a Local Presence_Request Template.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Management of Local Presences_Clearing a Local Presence_Request Template.docx
1481,English,LOC-Expenditure-Certification-Template.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/LOC-Expenditure-Certification-Template.xlsx
350,English,INVENTORY IN TRANSIT.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/INVENTORY IN TRANSIT.xlsx
1471,English,ICT_ARGUSUserGuidev3.1.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/ICT_ARGUSUserGuidev3.1.pdf
246,English,HR_Work Life_Telecommuting-Annex 2.4 - Manager guidelines.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Work Life_Telecommuting-Annex 2.4 - Manager guidelines.doc
247,English,HR_Work Life_Telecommuting-Annex 3- Part time Costing Sheet.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Work Life_Telecommuting-Annex 3- Part time Costing Sheet.doc
249,English,HR_Work Life_Time Off for Breastfeeding Flowchart.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Work Life_Time Off for Breastfeeding Flowchart.pdf
241,English,HR_Work Life_Flexible Working Arrangements Flowchart.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Work Life_Flexible Working Arrangements Flowchart.pdf
242,English,HR_Work Life_Telecommuting-Annex 1 - Connectivity Guidelines.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Work Life_Telecommuting-Annex 1 - Connectivity Guidelines.pdf
243,English,HR_Work Life_Telecommuting-Annex 2.1 - Compact.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Work Life_Telecommuting-Annex 2.1 - Compact.doc
591,English,HR_Types of Leave_Sick Leave Excel Audit table.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Sick Leave Excel Audit table.xlsx
236,English,HR_Types of Leave_Special Leave Flowchart.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Special Leave Flowchart.pdf
1812,English,HR_Types of Leave_ST AI 2006 4.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_ST AI 2006 4.pdf
1813,English,HR_Types of Leave_ST AI 2006 4_Amend1.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_ST AI 2006 4_Amend1.pdf
237,English,"HR_Types of Leave_UN-Family leave, maternity leave and paternity leave (2005).pdf",pdf,"https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_UN-Family leave, maternity leave and paternity leave (2005).pdf"
232,English,HR_Types of Leave_Maternity Leave Flowchart.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Maternity Leave Flowchart.pdf
589,English,HR_Types of Leave_MS24-E4_Sick Leave Certification Request.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_MS24-E4_Sick Leave Certification Request.pdf
233,English,HR_Types of Leave_Paternity Leave Flowchart.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Paternity Leave Flowchart.pdf
234,English,HR_Types of Leave_Paternity Leave Request Form.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Paternity Leave Request Form.doc
235,English,HR_Types of Leave_Request for leave form.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Request for leave form.doc
230,English,HR_Types of Leave_Atlas HCM Absence Management (2010).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Atlas HCM Absence Management (2010).pdf
231,English,HR_Types of Leave_Family Leave Flowchart.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Family Leave Flowchart.pdf
227,English,HR_Types of Leave_Absence Management Useful Working Tool.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Absence Management Useful Working Tool.pdf
228,English,HR_Types of Leave_Annual Leave Flowchart.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Annual Leave Flowchart.pdf
464,English,HR_Types of Leave_Annual Leave Flowchart2.jpg,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Annual Leave Flowchart2.jpg
226,English,HR_Types of Leave_Absence Entitlements Matrix.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Absence Entitlements Matrix.xlsx
1464,English,HR_Social Security_MIP List of Reimbursable and Non_Reimbusable Items (2016).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Social Security_MIP List of Reimbursable and Non_Reimbusable Items (2016).docx
1465,English,HR_Social Security_MIP Rules (2016).doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Social Security_MIP Rules (2016).doc
211,English,HR_Service Contracts (SC)_Annex I – Service Contract Template Form (with 8.33 per cent option).doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Service Contracts (SC)_Annex I – Service Contract Template Form (with 8.33 per cent option).doc
212,English,HR_Service Contracts (SC)_Annex I – Service Contract Template Form.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Service Contracts (SC)_Annex I – Service Contract Template Form.doc
213,English,HR_Service Contracts (SC)_Annex II – Service Contract Evaluation Form.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Service Contracts (SC)_Annex II – Service Contract Evaluation Form.doc
214,English,HR_Service Contracts (SC)_Annex III – Checklist of Documentation for SC holder.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Service Contracts (SC)_Annex III – Checklist of Documentation for SC holder.pdf
216,English,HR_Service Contracts (SC)_Annex V – Certificate of No Contest- Pension Lump Sum.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Service Contracts (SC)_Annex V – Certificate of No Contest- Pension Lump Sum.doc
217,English,HR_Service Contracts (SC)_Handbook on Setting Remuneration for SC Personnel.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Service Contracts (SC)_Handbook on Setting Remuneration for SC Personnel.pdf
218,English,HR_Service Contracts (SC)_Service Contract User Guide (2015).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Service Contracts (SC)_Service Contract User Guide (2015).pdf
220,English,HR_Service Contracts (SC)_Vanbreda Medical Insurance Plan Application or Request for Change Form.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Service Contracts (SC)_Vanbreda Medical Insurance Plan Application or Request for Change Form.pdf
221,English,"HR_Service Contracts (SC)_Vanbreda Medical, Life and Disability Insurance Policies for SC Holders (2014).pdf",pdf,"https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Service Contracts (SC)_Vanbreda Medical, Life and Disability Insurance Policies for SC Holders (2014).pdf"
209,English,HR_Salaries​_UN Manual for Salary Surveys in Duty Stations other than HQ and Similar DS (2013).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Salaries​_UN Manual for Salary Surveys in Duty Stations other than HQ and Similar DS (2013).pdf
210,English,HR_Salaries​_UN Payment of 2005 income taxes (2006).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Salaries​_UN Payment of 2005 income taxes (2006).pdf
203,English,HR_Recruitment and Selection_Recruitment Strategy Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Recruitment and Selection_Recruitment Strategy Form.docx
206,English,"HR_Recruitment and Selection_UN-Visa Status of Non-US Staff Members serving in the US, G-4, G-5 (2000).pdf",pdf,"https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Recruitment and Selection_UN-Visa Status of Non-US Staff Members serving in the US, G-4, G-5 (2000).pdf"
207,English,HR_Salaries​_Procedures for Salary Advances (2009).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Salaries​_Procedures for Salary Advances (2009).pdf
